ID;code;Valley;Station;Range;Altitude;Species;DD;Year;harv_num;harv;Date;Ntot1;Ntot;Mtot;oneacorn;VH;H;SH;tot_Germ;M_Germ;N_Germ;rate_Germ
Lu01Qu012_310_14;Lu01Qu012;Luz;Laveyron;100;131;Quercus;310;2014;4;307;06/11/2014;127;156;141.79;1.116456693;4197;25.8;218.5;29;69.2;8;0.275862069
Lu01Qu038_310_14;Lu01Qu038;Luz;Laveyron;100;131;Quercus;310;2014;4;307;06/11/2014;0;19;NA;NA;1002;23.5;180.31;19;52.3;17;0.894736842
Lu01Qu071_310_14;Lu01Qu071;Luz;Laveyron;100;131;Quercus;310;2014;4;307;06/11/2014;467.9591996;496.9591996;601;1.2843;416;27.4;83.69;29;110.37;26;0.866666667
Lu03Qu011_307_14;Lu03Qu011;Luz;Ibos;300;387;Quercus;307;2014;4;307;03/11/2014;27;52;53.53000001;1.982592593;402;25.4;46.21;25;91;17;0.68
Lu03Qu020_307_14;Lu03Qu020;Luz;Ibos;300;387;Quercus;307;2014;4;307;03/11/2014;8;33;7.75;0.96875;444;27;78.35;25;64.32;18;0.72
Lu03Qu050_307_14;Lu03Qu050;Luz;Ibos;300;387;Quercus;307;2014;4;307;03/11/2014;60;85;135.34;2.255666667;981;31;99.87;25;129.65;20;0.8
Lu08Qu009_307_14;Lu08Qu009;Luz;Papillon;800;803;Quercus;307;2014;4;307;03/11/2014;228.988764;253.988764;152.85;0.6675;233;10.3;29.54;25;41.02;7;0.28
Lu08Qu014_307_14;Lu08Qu014;Luz;Papillon;800;803;Quercus;307;2014;4;307;03/11/2014;40;40;20.39;0.50975;199;10.3;43.13;0;NA;NA;NA
Lu08Qu018_307_14;Lu08Qu018;Luz;Papillon;800;803;Quercus;307;2014;4;307;03/11/2014;693.9168887;718.9168887;1224;1.7639;254;10.5;28.1;25;115.6;13;0.52
Lu12Qu001_307_14;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;307;2014;4;307;03/11/2014;152.9199712;177.9199712;84.84000002;0.5548;1479;17.5;96.84;25;33.71;13;0.52
Lu12Qu008_307_14;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;307;2014;4;307;03/11/2014;127;135;113.0599999;0.89023622;178;14;49.61;8;11.47;18;0.72
Lu12Qu010_307_14;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;307;2014;4;307;03/11/2014;37;62;19.61;0.53;103;21;48.5;25;41.61;4;0.5
Lu16Qu036_308_14;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;308;2014;4;307;04/11/2014;0;0;0;NA;801.97;13.1;74.95;0;NA;NA;NA
Lu16Qu037_308_14;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;308;2014;4;307;04/11/2014;0;0;0;NA;760.08;14.56;54.88;0;NA;NA;NA
Lu16Qu038_308_14;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;308;2014;4;307;04/11/2014;1;1;0.38;0.38;62.77;5.87;10.69;0;NA;NA;NA
Os01Qu018_307_14;Os01Qu018;Ossau;Josbaig;100;259;Quercus;307;2014;4;307;03/11/2014;10;28;9.75;0.975;632;14.5;61.86;18;69.78;6;0.333333333
Os01Qu010_307_14;Os01Qu010;Ossau;Josbaig;100;259;Quercus;307;2014;4;307;03/11/2014;18;30;10.15;0.563888889;1225;26.5;172.07;12;22.04;2;0.166666667
Os04Qu024_307_14;Os04Qu024;Ossau;Bager;300;422;Quercus;307;2014;4;307;03/11/2014;0;0;0;NA;337;27.8;80.63;0;NA;NA;NA
Os04Qu006_307_14;Os04Qu006;Ossau;Bager;300;422;Quercus;307;2014;4;307;03/11/2014;0;0;0;NA;96;31;33.34;0;NA;NA;NA
Os08Qu010_307_14;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;307;2014;4;307;03/11/2014;0;0;0;NA;1060.25;30.1;54.65;0;NA;NA;NA
Os08Qu022_307_14;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;307;2014;4;307;03/11/2014;0;0;0;NA;653.27;24.75;49.3;0;NA;NA;NA
Os12Qu012_307_14;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;307;2014;4;307;03/11/2014;7;7;2.300000003;0.328571429;58.77;4.8;12.5;0;NA;NA;NA
Os12Qu013_307_14;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;307;2014;4;307;03/11/2014;12;12;2.300000004;0.191666667;188;9.6;24.1;0;NA;NA;NA
Os16Qu004_308_14;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;308;2014;4;307;04/11/2014;0;0;0;NA;157.12;5.2;31.42;0;NA;NA;NA
Os16Qu010_308_14;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;308;2014;4;307;04/11/2014;4;4;0.59;0.1475;116.11;15.8;15.38;0;NA;NA;NA
Lu01Qu012_324_14;Lu01Qu012;Luz;Laveyron;100;131;Quercus;324;2014;5;321;20/11/2014;121;146;117.1400001;0.968099174;4197;25.8;218.5;25;42.43;1;0.04
Lu01Qu038_324_14;Lu01Qu038;Luz;Laveyron;100;131;Quercus;324;2014;5;321;20/11/2014;2;2;3.35;1.675;1002;23.5;180.31;0;NA;NA;NA
Lu01Qu071_324_14;Lu01Qu071;Luz;Laveyron;100;131;Quercus;324;2014;5;321;20/11/2014;33;58;22.87999999;0.693333333;416;27.4;83.69;25;51.63;12;0.48
Lu03Qu011_321_14;Lu03Qu011;Luz;Ibos;300;387;Quercus;321;2014;5;321;17/11/2014;13;13;16.67;1.282307692;402;25.4;46.21;0;NA;NA;NA
Lu03Qu020_321_14;Lu03Qu020;Luz;Ibos;300;387;Quercus;321;2014;5;321;17/11/2014;6;13;8.689999998;1.448333333;444;27;78.35;7;17.14;5;0.714285714
Lu03Qu050_321_14;Lu03Qu050;Luz;Ibos;300;387;Quercus;321;2014;5;321;17/11/2014;10;10;20.18;2.018;981;31;99.87;0;NA;NA;NA
Lu08Qu009_321_14;Lu08Qu009;Luz;Papillon;800;803;Quercus;321;2014;5;321;17/11/2014;5;5;4.65;0.93;233;10.3;29.54;0;NA;NA;NA
Lu08Qu014_321_14;Lu08Qu014;Luz;Papillon;800;803;Quercus;321;2014;5;321;17/11/2014;11;21;4.630000001;0.420909091;199;10.3;43.13;10;9.47;5;0.5
Lu08Qu018_321_14;Lu08Qu018;Luz;Papillon;800;803;Quercus;321;2014;5;321;17/11/2014;200.6570205;224.6570205;271.81;1.3546;254;10.5;28.1;24;87.37;20;0.833333333
Lu12Qu001_321_14;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;321;2014;5;321;17/11/2014;79;99;22.84999997;0.289240506;1479;17.5;96.84;20;14.9;10;0.5
Lu12Qu008_321_14;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;321;2014;5;321;17/11/2014;9;15;6.200000001;0.688888889;178;14;49.61;6;7.5;3;0.5
Lu12Qu010_321_14;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;321;2014;5;321;17/11/2014;25;40;11.29;0.4516;103;21;48.5;15;14.42;9;0.6
Lu16Qu036_322_14;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;322;2014;5;321;18/11/2014;0;0;0;NA;801.97;13.1;74.95;0;NA;NA;NA
Lu16Qu037_322_14;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;322;2014;5;321;18/11/2014;0;0;0;NA;760.08;14.56;54.88;0;NA;NA;NA
Lu16Qu038_322_14;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;322;2014;5;321;18/11/2014;0;0;0;NA;62.77;5.87;10.69;0;NA;NA;NA
Os01Qu018_321_14;Os01Qu018;Ossau;Josbaig;100;259;Quercus;321;2014;5;321;17/11/2014;3;3;2.919999999;0.973333333;632;14.5;61.86;0;NA;NA;NA
Os01Qu010_321_14;Os01Qu010;Ossau;Josbaig;100;259;Quercus;321;2014;5;321;17/11/2014;1;13;0.47;0.47;1225;26.5;172.07;12;13.07;0;0
Os04Qu024_321_14;Os04Qu024;Ossau;Bager;300;422;Quercus;321;2014;5;321;17/11/2014;0;0;0;NA;337;27.8;80.63;0;NA;NA;NA
Os04Qu006_321_14;Os04Qu006;Ossau;Bager;300;422;Quercus;321;2014;5;321;17/11/2014;0;0;0;NA;96;31;33.34;0;NA;NA;NA
Os08Qu010_321_14;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;321;2014;5;321;17/11/2014;0;0;0;NA;1060.25;30.1;54.65;0;NA;NA;NA
Os08Qu022_321_14;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;321;2014;5;321;17/11/2014;0;0;0;NA;653.27;24.75;49.3;0;NA;NA;NA
Os12Qu012_321_14;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;321;2014;5;321;17/11/2014;8;8;1.7;0.2125;58.77;4.8;12.5;0;NA;NA;NA
Os12Qu013_321_14;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;321;2014;5;321;17/11/2014;3;3;0.48;0.16;188;9.6;24.1;0;NA;NA;NA
Os16Qu004_321_14;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;321;2014;5;321;17/11/2014;0;0;0;NA;157.12;5.2;31.42;0;NA;NA;NA
Os16Qu010_321_14;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;321;2014;5;321;17/11/2014;0;0;0;NA;116.11;15.8;15.38;0;NA;NA;NA
Lu01Qu012_344_14;Lu01Qu012;Luz;Laveyron;100;131;Quercus;344;2014;6;336;10/12/2014;0;0;0;NA;4197;25.8;218.5;0;NA;NA;NA
Lu01Qu038_344_14;Lu01Qu038;Luz;Laveyron;100;131;Quercus;344;2014;6;336;10/12/2014;0;0;0;NA;1002;23.5;180.31;0;NA;NA;NA
Lu01Qu071_344_14;Lu01Qu071;Luz;Laveyron;100;131;Quercus;344;2014;6;336;10/12/2014;0;0;0;NA;416;27.4;83.69;0;NA;NA;NA
Lu03Qu011_346_14;Lu03Qu011;Luz;Ibos;300;387;Quercus;346;2014;6;336;12/12/2014;0;0;0;NA;402;25.4;46.21;0;NA;NA;NA
Lu03Qu020_346_14;Lu03Qu020;Luz;Ibos;300;387;Quercus;346;2014;6;336;12/12/2014;0;0;0;NA;444;27;78.35;0;NA;NA;NA
Lu03Qu050_346_14;Lu03Qu050;Luz;Ibos;300;387;Quercus;346;2014;6;336;12/12/2014;0;0;0;NA;981;31;99.87;0;NA;NA;NA
Lu08Qu009_345_14;Lu08Qu009;Luz;Papillon;800;803;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;233;10.3;29.54;0;NA;NA;NA
Lu08Qu014_345_14;Lu08Qu014;Luz;Papillon;800;803;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;199;10.3;43.13;0;NA;NA;NA
Lu08Qu018_345_14;Lu08Qu018;Luz;Papillon;800;803;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;254;10.5;28.1;0;NA;NA;NA
Lu12Qu001_345_14;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;1479;17.5;96.84;0;NA;NA;NA
Lu12Qu008_345_14;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;178;14;49.61;0;NA;NA;NA
Lu12Qu010_345_14;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;103;21;48.5;0;NA;NA;NA
Lu16Qu036_345_14;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;801.97;13.1;74.95;0;NA;NA;NA
Lu16Qu037_345_14;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;760.08;14.56;54.88;0;NA;NA;NA
Lu16Qu038_345_14;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;345;2014;6;336;11/12/2014;0;0;0;NA;62.77;5.87;10.69;0;NA;NA;NA
Os01Qu018_336_14;Os01Qu018;Ossau;Josbaig;100;259;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;632;14.5;61.86;0;NA;NA;NA
Os01Qu010_336_14;Os01Qu010;Ossau;Josbaig;100;259;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;1225;26.5;172.07;0;NA;NA;NA
Os04Qu024_336_14;Os04Qu024;Ossau;Bager;300;422;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;337;27.8;80.63;0;NA;NA;NA
Os04Qu006_336_14;Os04Qu006;Ossau;Bager;300;422;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;96;31;33.34;0;NA;NA;NA
Os08Qu010_336_14;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;1060.25;30.1;54.65;0;NA;NA;NA
Os08Qu022_336_14;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;653.27;24.75;49.3;0;NA;NA;NA
Os12Qu012_336_14;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;336;2014;6;336;02/12/2014;4;4;0.88;0.22;58.77;4.8;12.5;0;NA;NA;NA
Os12Qu013_336_14;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;336;2014;6;336;02/12/2014;2;2;0.18;0.09;188;9.6;24.1;0;NA;NA;NA
Os16Qu004_336_14;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;157.12;5.2;31.42;0;NA;NA;NA
Os16Qu010_336_14;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;336;2014;6;336;02/12/2014;0;0;0;NA;116.11;15.8;15.38;0;NA;NA;NA
Lu01Qu012_260_15;Lu01Qu012;Luz;Laveyron;100;131;Quercus;260;2015;1;257;17/09/2015;NA;1967.895623;1442.6;0.7425;4197;25.8;218.5;25;58.45;8;0.32
Lu01Qu038_260_15;Lu01Qu038;Luz;Laveyron;100;131;Quercus;260;2015;1;257;17/09/2015;NA;360.0818296;159.7;0.4766;1002;23.5;180.31;25;47.41;4;0.16
Lu01Qu071_260_15;Lu01Qu071;Luz;Laveyron;100;131;Quercus;260;2015;1;257;17/09/2015;NA;534.6195574;352.3;0.6913;416;27.4;83.69;25;61.69;10;0.4
Lu03Qu011_257_15;Lu03Qu011;Luz;Ibos;300;387;Quercus;257;2015;1;257;14/09/2015;NA;1876.790669;1182.1;0.6387;402;25.4;46.21;26;57.27;6;0.230769231
Lu03Qu020_257_15;Lu03Qu020;Luz;Ibos;300;387;Quercus;257;2015;1;257;14/09/2015;NA;1433.271787;953.4;0.677;444;27;78.35;25;84.3;15;0.6
Lu03Qu050_257_15;Lu03Qu050;Luz;Ibos;300;387;Quercus;257;2015;1;257;14/09/2015;NA;1873.742555;1154.1;0.6246;981;31;99.87;26;80.75;9;0.346153846
Lu08Qu009_257_15;Lu08Qu009;Luz;Papillon;800;803;Quercus;257;2015;1;257;14/09/2015;NA;46;4.32;0.205714286;233;10.3;29.54;25;19.94;0;0
Lu08Qu014_257_15;Lu08Qu014;Luz;Papillon;800;803;Quercus;257;2015;1;257;14/09/2015;NA;0;0;NA;199;10.3;43.13;NA;NA;NA;NA
Lu08Qu018_257_15;Lu08Qu018;Luz;Papillon;800;803;Quercus;257;2015;1;257;14/09/2015;NA;71;16.84;0.263125;254;10.5;28.1;7;52;0;0
Lu12Qu001_257_15;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;257;2015;1;257;14/09/2015;NA;901.9682413;657.2;0.7494;1479;17.5;96.84;25;88.48;20;0.8
Lu12Qu008_257_15;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;257;2015;1;257;14/09/2015;NA;20;0;NA;178;14;49.61;20;29.98;7;0.35
Lu12Qu010_257_15;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;257;2015;1;257;14/09/2015;NA;22;0;NA;103;21;48.5;22;32.12;4;0.181818182
Lu16Qu036_258_15;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;258;2015;1;257;15/09/2015;NA;0;0;NA;801.97;13.1;74.95;NA;NA;NA;NA
Lu16Qu037_258_15;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;258;2015;1;257;15/09/2015;NA;0;0;NA;760.08;14.56;54.88;NA;NA;NA;NA
Lu16Qu038_258_15;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;258;2015;1;257;15/09/2015;NA;0;0;NA;62.77;5.87;10.69;NA;NA;NA;NA
Os01Qu004_257_15;Os01Qu004;Ossau;Josbaig;100;259;Quercus;257;2015;1;257;14/09/2015;NA;8345.971447;5070.8;0.6094;2901.46;32;163.97;25;51.71;10;0.4
Os01Qu010_257_15;Os01Qu010;Ossau;Josbaig;100;259;Quercus;257;2015;1;257;14/09/2015;NA;9062.444783;8299.1;0.9182;1225;26.5;172.07;24;40.53;9;0.375
Os01Qu018_257_15;Os01Qu018;Ossau;Josbaig;100;259;Quercus;257;2015;1;257;14/09/2015;NA;788.895431;648.7;0.8492;632;14.5;61.86;25;55.35;7;0.28
Os04Qu003_257_15;Os04Qu003;Ossau;Bager;400;422;Quercus;257;2015;1;257;14/09/2015;NA;4399.513711;4610.3;1.0539;2518;35;164.14;25;71.4;9;0.36
Os04Qu006_257_15;Os04Qu006;Ossau;Bager;400;422;Quercus;257;2015;1;257;14/09/2015;NA;78;31.39;0.653958333;96;31;33.34;25;71.94;12;0.48
Os04Qu024_257_15;Os04Qu024;Ossau;Bager;400;422;Quercus;257;2015;1;257;14/09/2015;NA;104;35.18;0.43975;337;27.8;80.63;24;47.55;5;0.208333333
Os08Qu008_257_15;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;257;2015;1;257;14/09/2015;NA;6837.875703;3513.4;0.5157;661.85;25;57.34;25;54.09;21;0.84
Os08Qu010_257_15;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;257;2015;1;257;14/09/2015;NA;1178.779668;315.5;0.5174;1060.25;30.1;54.65;25;39.59;9;0.36
Os08Qu022_257_15;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;257;2015;1;257;14/09/2015;NA;1391.726297;382;0.2795;653.27;24.75;49.3;25;54.13;9;0.36
Os12Qu002_257_15;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;257;2015;1;257;14/09/2015;NA;26;0.44;0.44;213.31;14.3;56.48;17;29.6;5;0.294117647
Os12Qu012_257_15;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;257;2015;1;257;14/09/2015;NA;6;0.84;0.14;58.77;4.8;12.5;NA;NA;NA;NA
Os12Qu013_257_15;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;257;2015;1;257;14/09/2015;NA;95;38.74;0.407789474;188;9.6;24.1;NA;NA;NA;NA
Os16Qu001_258_15;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;258;2015;1;257;15/09/2015;NA;0;0;NA;69.79;3;17.89;NA;NA;NA;NA
Os16Qu004_258_15;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;258;2015;1;257;15/09/2015;NA;4;0.3;0.075;157.12;5.2;31.42;NA;NA;NA;NA
Os16Qu010_258_15;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;258;2015;1;257;15/09/2015;NA;0;0;NA;116.11;15.8;15.38;NA;NA ;NA ;NA
Lu01Qu012_272_15;Lu01Qu012;Luz;Laveyron;100;131;Quercus;272;2015;2;271;29/09/2015;NA;1064.127896;1067.6;1.0274;4197;25.8;218.5;25;81.63;13;0.52
Lu01Qu038_272_15;Lu01Qu038;Luz;Laveyron;100;131;Quercus;272;2015;2;271;29/09/2015;NA;1045.557792;709.9;0.6956;1002;23.5;180.31;25;59.5;12;0.48
Lu01Qu071_272_15;Lu01Qu071;Luz;Laveyron;100;131;Quercus;272;2015;2;271;29/09/2015;NA;1041.775501;903.1;0.8882;416;27.4;83.69;25;73.91;14;0.56
Lu03Qu011_271_15;Lu03Qu011;Luz;Ibos;300;387;Quercus;271;2015;2;271;28/09/2015;NA;4410.45729;3413.3;0.7785;402;25.4;46.21;25;83.33;17;0.68
Lu03Qu020_271_15;Lu03Qu020;Luz;Ibos;300;387;Quercus;271;2015;2;271;28/09/2015;NA;4051.20477;4962.7;1.2326;444;27;78.35;25;93.95;20;0.8
Lu03Qu050_271_15;Lu03Qu050;Luz;Ibos;300;387;Quercus;271;2015;2;271;28/09/2015;NA;3835.161034;3359.8;0.8818;981;31;99.87;25;80.49;17;0.68
Lu08Qu009_271_15;Lu08Qu009;Luz;Papillon;800;803;Quercus;271;2015;2;271;28/09/2015;NA;231.3010502;88.4;0.4285;233;10.3;29.54;25;34.28;17;0.68
Lu08Qu014_271_15;Lu08Qu014;Luz;Papillon;800;803;Quercus;271;2015;2;271;28/09/2015;NA;99;29.71;0.401486486;199;10.3;43.13;25;34.16;14;0.56
Lu08Qu018_271_15;Lu08Qu018;Luz;Papillon;800;803;Quercus;271;2015;2;271;28/09/2015;NA;167;44.63;0.314295775;254;10.5;28.1;25;30.79;5;0.2
Lu12Qu001_271_15;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;271;2015;2;271;28/09/2015;NA;7387.213252;7477.8;1.0157;1479;17.5;96.84;25;101.4;22;0.88
Lu12Qu008_271_15;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;271;2015;2;271;28/09/2015;NA;1218.961834;838.4;0.7022;178;14;49.61;25;65.96;13;0.52
Lu12Qu010_271_15;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;271;2015;2;271;28/09/2015;NA;362.2853639;247.5;0.7338;103;21;48.5;25;65.37;11;0.44
Lu16Qu036_271_15;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;271;2015;2;271;28/09/2015;NA;0;0;NA;801.97;13.1;74.95;0;NA;NA;NA
Lu16Qu037_271_15;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;271;2015;2;271;28/09/2015;NA;0;0;NA;760.08;14.56;54.88;0;NA;NA;NA
Lu16Qu038_271_15;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;271;2015;2;271;28/09/2015;NA;0;0;NA;62.77;5.87;10.69;0;NA ;NA;NA
Os01Qu004_271_15;Os01Qu004;Ossau;Josbaig;100;259;Quercus;271;2015;2;271;28/09/2015;NA;12254.0369;10208.8;0.8348;2901.46;32;163.97;25;65.27;18;0.72
Os01Qu010_271_15;Os01Qu010;Ossau;Josbaig;100;259;Quercus;271;2015;2;271;28/09/2015;NA;16604.02676;25279.7;1.5248;1225;26.5;172.07;25;66.38;22;0.88
Os01Qu018_271_15;Os01Qu018;Ossau;Josbaig;100;259;Quercus;271;2015;2;271;28/09/2015;NA;1440.769116;2379.2;1.6805;632;14.5;61.86;25;113.33;20;0.8
Os04Qu003_271_15;Os04Qu003;Ossau;Bager;400;422;Quercus;271;2015;2;271;28/09/2015;NA;5324.188368;13776.3;2.5997;2518;35;164.14;25;138.41;24;0.96
Os04Qu006_271_15;Os04Qu006;Ossau;Bager;400;422;Quercus;271;2015;2;271;28/09/2015;NA;588.2986275;952.2;1.6904;96;31;33.34;25;100.33;23;0.92
Os04Qu024_271_15;Os04Qu024;Ossau;Bager;400;422;Quercus;271;2015;2;271;28/09/2015;NA;273.4414255;267;1.0747;337;27.8;80.63;25;75.87;22;0.88
Os08Qu008_271_15;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;271;2015;2;271;28/09/2015;NA;9090.501508;11722.6;1.2931;661.85;25;57.34;25;85.9;25;1
Os08Qu010_271_15;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;271;2015;2;271;28/09/2015;NA;2208.63433;2732.6;1.2514;1060.25;30.1;54.65;25;94.04;25;1
Os08Qu022_271_15;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;271;2015;2;271;28/09/2015;NA;4876.495726;908.2;0.1872;653.27;24.75;49.3;25;81.9;18;0.72
Os12Qu002_271_15;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;271;2015;2;271;28/09/2015;NA;89;44.38;0.6934375;213.31;14.3;56.48;25;48.78;11;0.44
Os12Qu012_271_15;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;271;2015;2;271;28/09/2015;NA;27;16.79;0.621851852;58.77;4.8;12.5;0;NA;NA;NA
Os12Qu013_271_15;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;271;2015;2;271;28/09/2015;NA;171.3871902;106.5;0.6214;188;9.6;24.1;0;NA;NA;NA
Os16Qu001_272_15;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;272;2015;2;271;29/09/2015;NA;0;0;NA;69.79;3;17.89;0;NA;NA;NA
Os16Qu004_272_15;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;272;2015;2;271;29/09/2015;NA;1;0.11;0.11;157.12;5.2;31.42;0;NA;NA;NA
Os16Qu010_272_15;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;272;2015;2;271;29/09/2015;NA;0;0;NA;116.11;15.8;15.38;0;NA ;NA;NA
Lu01Qu012_288_15;Lu01Qu012;Luz;Laveyron;100;131;Quercus;288;2015;3;285;12/10/2015;NA;2786.679178;3789.3;1.3721;4197;25.8;218.5;24;98.21;19;0.791666667
Lu01Qu038_288_15;Lu01Qu038;Luz;Laveyron;100;131;Quercus;288;2015;3;285;12/10/2015;NA;3019.098813;4769.3;1.5929;1002;23.5;180.31;25;103.82;25;1
Lu01Qu071_288_15;Lu01Qu071;Luz;Laveyron;100;131;Quercus;288;2015;3;285;12/10/2015;NA;5930;7086;1.2;416;27.4;83.69;25;99.84;20;0.8
Lu03Qu011_285_15;Lu03Qu011;Luz;Ibos;300;387;Quercus;285;2015;3;285;12/10/2015;NA;6991.55256;9768.5;1.4022;402;25.4;46.21;25;101.8;14;0.56
Lu03Qu020_285_15;Lu03Qu020;Luz;Ibos;300;387;Quercus;285;2015;3;285;12/10/2015;NA;11257.06278;21039.9;1.8732;444;27;78.35;25;113.15;19;0.76
Lu03Qu050_285_15;Lu03Qu050;Luz;Ibos;300;387;Quercus;285;2015;3;285;12/10/2015;NA;11989.4107;18120.1;1.5145;981;31;99.87;25;100.57;20;0.8
Lu08Qu009_285_15;Lu08Qu009;Luz;Papillon;800;803;Quercus;285;2015;3;285;12/10/2015;NA;2231.009356;1226.1;0.5558;233;10.3;29.54;25;44.98;16;0.64
Lu08Qu014_285_15;Lu08Qu014;Luz;Papillon;800;803;Quercus;285;2015;3;285;12/10/2015;NA;420.6029134;293.3;0.7414;199;10.3;43.13;25;54.09;19;0.76
Lu08Qu018_285_15;Lu08Qu018;Luz;Papillon;800;803;Quercus;285;2015;3;285;12/10/2015;NA;1378.658537;987.9;0.7298;254;10.5;28.1;25;54.24;6;0.24
Lu12Qu001_285_15;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;285;2015;3;285;12/10/2015;NA;28548.87121;46242.9;1.6212;1479;17.5;96.84;25;119.81;24;0.96
Lu12Qu008_285_15;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;285;2015;3;285;12/10/2015;NA;3366.006017;5718.8;1.7117;178;14;49.61;25;80.66;17;0.68
Lu12Qu010_285_15;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;285;2015;3;285;12/10/2015;NA;1535.538827;1906.3;1.262;103;21;48.5;25;137.31;24;0.96
Lu16Qu036_285_15;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;285;2015;3;285;12/10/2015;NA;0;0;NA;801.97;13.1;74.95;0;NA;0;NA
Lu16Qu037_285_15;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;285;2015;3;285;12/10/2015;NA;0;0;NA;760.08;14.56;54.88;0;NA;0;NA
